status,number_of_stories,age,ff_elevation,wall_clad,roof_cov
3,1,18,0,3,1
0,1,54,0,3,3
0,1,2,0,1,1
1,2,70,0,4,3
1,1,70,4,1,1
2,2,68,0,4,3
4,1,58,0,2,1
0,1,62,0,3,3
3,2,53,2,3,3
3,2,33,0,0,3
2,1,13,0,3,3
1,2,2,0,0,1
1,25,11,0,3,2
1,1,32,0,0,2
2,2,39,0,3,2
2,12,34,0,2,1
1,1,64,0,2,0
2,2,39,0,3,2
3,5,56,0,3,2
4,1,32,0,3,1
2,2,39,0,3,2
2,1,67,0,3,2
3,2,41,0,3,2
3,2,41,0,3,2
3,2,41,0,3,2
3,2,41,0,3,2
3,5,60,0,3,2
4,1,49,0,3,2
4,2,34,0,1,3
4,1,53,0,3,3
3,1,58,0,2,2
3,1,58,0,3,1
4,2,34,0,4,3
2,1,11,0,4,3
1,1,12,0,4,3
1,1,12,0,2,3
1,1,12,0,3,3
2,1,12,0,3,3
1,1,20,0,3,1
2,1,12,0,4,3
1,1,20,0,2,3
2,1,20,0,2,3
2,1,20,0,2,3
2,1,20,0,2,3
2,1,12,0,4,3
4,2,21,8,4,1
2,3,15,8,2,2
3,1,17,10,4,3
2,3,41,0,2,1
3,3,33,0,2,1
2,2,66,0,3,3
1,1,68,0,3,3
1,1,31,0,4,3
1,1,22,0,2,3
4,2,35,0,2,1
2,2,1,0,4,1
4,1,68,0,2,3
1,2,0,0,0,1
1,1,12,0,4,3
1,1,11,0,4,3
2,1,10,0,4,3
2,1,9,0,4,3
3,1,2,0,4,3
2,1,20,0,2,3
1,2,13,0,0,1
0,1,3,0,0,3
1,1,3,0,0,3
0,1,5,0,0,3
1,1,4,0,0,3
0,1,13,0,0,1
1,1,2,0,0,3
1,1,3,0,0,3
1,1,5,0,0,3
1,1,5,0,0,3
1,1,1,0,0,3
1,2,1,0,0,3
1,2,3,0,0,3
1,1,1,0,0,3
1,1,1,0,0,3
1,1,11,0,4,3
1,1,12,0,4,3
2,1,12,0,4,3
2,1,12,0,4,3
2,1,12,0,4,3
0,1,1,0,4,3
2,1,12,0,4,3
1,1,11,0,4,3
1,1,12,0,4,3
3,1,20,0,2,3
4,1,118,8,1,3
1,3,0,9,0,1
4,1,25,7,4,1
4,1,118,0,1,1
4,1,118,0,0,1
2,2,62,0,3,2
1,3,11,1,3,2
1,1,32,2,3,2
2,2,25,0,3,1
2,2,39,0,3,2
3,1,118,0,3,2
2,2,59,3,3,1
2,1,75,0,2,2
2,2,28,8,0,3
2,2,29,0,3,2
2,2,39,0,3,2
2,2,39,0,3,2
3,2,41,0,3,2
3,1,59,0,2,3
3,2,23,8,0,3
0,1,17,0,2,2
4,2,34,3,4,1
3,1,33,0,0,1
2,1,33,0,3,3
1,1,44,0,0,1
2,1,17,0,1,1
2,1,62,0,3,1
1,1,35,0,2,0
1,1,68,0,1,3
1,1,68,0,3,1
1,1,68,0,3,1
2,2,11,0,2,1
1,1,84,0,4,3
2,1,37,0,3,3
2,1,50,3,3,3
0,1,36,2,4,1
0,1,44,7,3,1
1,1,43,1,3,3
1,1,44,0,3,3
1,1,48,0,4,3
1,1,42,2,3,1
1,1,43,0,3,1
0,1,45,1,0,3
0,1,45,1,3,1
4,1,9,0,3,0
2,1,52,0,2,1
1,1,31,0,3,1
2,1,37,0,2,1
2,1,42,0,2,2
4,1,47,0,3,1
2,3,9,0,3,1
4,2,50,0,3,1
4,2,48,0,2,1
2,1,48,0,3,1
3,1,6,0,1,3
1,1,6,0,3,3
3,2,6,0,0,3
3,2,2,0,4,3
4,2,2,0,4,3
0,1,20,0,3,1
3,1,29,2,3,1
3,1,21,0,3,1
3,1,31,0,2,1
1,1,9,0,2,1
3,1,12,0,3,3
1,1,12,0,3,3
1,1,12,0,2,3
2,1,12,0,4,3
1,1,20,0,2,3
1,1,20,0,2,3
2,1,20,0,2,3
1,9,37,0,2,2
2,13,33,0,2,1
1,2,11,2,3,3
3,1,40,0,3,2
3,1,35,0,2,1
3,2,26,0,3,1
3,3,0,0,3,2
4,2,62,0,3,2
1,1,82,0,2,2
4,2,108,0,3,2
1,1,33,0,2,2
3,1,39,1,2,1
0,1,61,4,3,1
3,1,38,0,3,2
2,2,10,2,3,3
1,1,37,5,3,1
1,2,6,0,0,3
4,1,35,0,3,1
1,2,11,0,2,1
1,2,11,0,0,1
1,2,13,0,4,1
1,2,2,3,4,1
0,2,3,0,1,1
1,1,1,3,4,1
1,2,43,11,0,1
4,2,35,0,4,2
4,1,38,0,3,2
1,8,17,0,2,1
2,1,50,0,1,2
2,3,12,13,4,1
2,1,16,0,4,3
2,1,5,0,3,3
2,1,12,0,3,3
1,1,12,0,4,3
3,1,7,0,4,3
2,1,3,0,4,3
2,1,21,0,2,3
2,1,20,0,2,3
4,2,118,7,0,2
4,2,33,4,4,1
4,2,33,6,0,1
4,2,15,9,2,1
2,3,12,8,2,2
2,1,21,12,2,2
2,3,0,10,1,1
4,1,32,0,3,2
4,1,48,3,0,3
2,3,5,12,4,1
4,1,48,0,1,1
1,1,4,0,2,2
4,2,30,0,1,1
0,1,32,1,1,3
1,1,30,9,1,3
1,2,4,10,4,1
4,1,34,0,1,1
4,1,48,0,1,1
4,1,51,0,4,1
2,1,31,0,3,3
1,1,87,2,0,1
0,1,46,0,3,3
1,1,10,2,4,3
2,1,33,0,3,1
3,2,44,0,4,3
4,1,44,0,3,1
4,1,3,0,0,1
1,2,74,0,4,3
2,2,88,0,1,3
1,1,108,0,4,3
2,1,34,0,1,3
2,1,102,0,4,1
0,1,41,0,3,3
2,1,93,3,4,1
2,1,19,0,4,3
2,2,18,0,4,1
4,2,33,0,4,1
3,2,33,0,2,1
1,1,41,0,1,3
3,1,34,0,1,3
3,3,29,0,2,1
3,1,31,0,1,3
3,1,31,0,3,3
4,1,34,0,3,3
3,1,33,0,3,3
2,2,12,0,4,3
0,1,16,0,2,3
0,1,15,0,2,3
3,1,29,0,4,3
3,2,45,0,4,3
3,2,32,0,2,3
2,2,39,0,4,3
2,2,18,4,1,3
4,1,54,0,3,3
4,2,31,8,4,1
4,2,34,0,3,3
4,1,40,0,3,2
2,1,6,11,1,1
4,1,47,0,3,2
4,2,35,0,1,1
4,2,34,0,1,1
4,2,53,0,3,3
4,1,54,0,3,3
4,1,52,0,4,3
4,1,63,0,3,2
2,1,16,11,4,1
4,2,35,0,3,2
4,2,34,0,4,3
4,1,34,0,4,1
4,2,32,0,1,3
3,2,8,9,4,1
4,1,19,0,3,1
2,2,19,4,1,4
4,1,51,2,3,1
4,1,51,0,3,1
4,1,63,2,3,1
1,1,63,2,4,1
3,1,63,2,3,1
4,1,41,9,2,2
4,1,41,0,3,2
4,1,33,7,3,3
4,1,45,0,3,1
4,1,51,0,3,3
4,2,42,0,2,3
3,2,53,0,3,1
4,1,54,0,3,1
4,1,53,0,1,1
4,1,53,0,3,2
4,1,50,0,4,3
4,1,36,9,1,2
4,1,31,9,2,2
4,1,45,0,2,3
4,2,42,0,3,1
4,1,44,0,3,1
1,1,32,2,3,1
1,1,32,0,3,1
3,1,83,0,3,1
4,1,54,0,2,1
4,1,49,0,3,3
4,1,53,0,3,1
4,1,53,0,3,3
4,1,50,0,3,3
4,2,15,0,2,1
4,1,55,0,1,3
4,1,55,0,3,3
4,1,53,0,3,2
4,1,53,0,4,2
4,2,41,0,1,2
4,1,54,0,3,3
4,1,40,0,3,3
4,1,38,0,4,3
4,2,56,0,4,1
4,1,53,0,2,1
4,1,54,0,3,1
4,0,54,0,3,3
4,1,25,0,4,1
4,1,44,8,1,2
3,1,38,0,2,1
3,1,5,0,3,1
0,1,5,0,3,1
3,1,28,0,3,1
2,1,42,0,3,1
4,1,44,0,3,1
4,1,32,0,3,1
4,2,28,8,4,1
3,2,18,10,4,1
4,1,58,0,3,3
4,1,60,0,3,1
4,1,60,0,2,3
3,2,19,9,0,1
3,2,23,8,4,1
4,2,26,8,4,1
3,2,21,10,0,1
3,3,58,0,3,2
3,2,16,9,4,1
2,2,2,9,0,1
4,1,41,0,2,2
4,1,55,0,2,3
4,1,47,0,2,1
4,1,22,9,4,2
4,2,38,0,4,1
2,3,2,9,4,1
4,2,15,9,4,1
4,1,78,0,2,1
4,1,25,9,1,3
4,1,38,0,2,2
4,1,62,0,3,1
4,3,15,10,4,1
2,2,2,9,4,1
3,1,64,0,1,1
3,3,14,0,3,1
4,1,68,0,3,3
1,5,6,8,2,1
4,1,70,0,3,1
3,2,20,8,4,1
4,2,35,8,3,2
4,2,38,8,3,2
4,0,36,0,3,2
3,2,21,9,4,3
4,2,65,0,2,1
2,1,20,8,4,1
3,1,2,0,3,1
4,1,34,2,3,1
4,2,2,10,0,1
2,2,31,10,3,1
4,2,14,0,4,1
4,1,52,0,3,1
3,1,44,0,3,1
3,2,28,0,2,1
2,1,43,0,3,3
4,1,52,2,4,3
1,1,33,0,0,3
3,2,28,0,2,1
1,1,3,0,3,1
3,1,42,0,0,1
3,2,41,0,4,1
4,1,52,0,4,3
1,1,0,0,4,3
1,2,14,0,4,3
1,2,12,0,4,3
1,1,4,1,3,2
1,1,14,0,1,1
2,1,12,0,4,3
1,1,25,0,1,3
0,1,39,0,1,1
1,1,38,5,3,1
1,1,12,0,4,1
1,1,10,0,3,3
2,1,40,2,3,1
1,1,11,0,4,3
1,1,1,0,0,3
1,1,2,0,4,3
2,1,8,0,4,3
2,1,41,0,3,1
3,1,18,0,4,3
3,1,20,0,4,3
4,1,48,1,1,1
1,1,21,0,0,1
2,1,23,0,4,3
3,1,21,0,4,3
1,1,20,0,4,3
1,1,37,0,2,3
1,1,39,0,2,1
2,1,40,0,3,3
1,3,9,8,0,1
2,1,10,0,0,3
2,2,16,0,4,3
2,1,35,8,4,1
1,2,34,0,0,1
1,1,1,10,0,1
1,1,2,2,4,3
0,1,11,3,0,1
2,3,17,0,4,1
1,2,20,0,2,3
3,2,37,0,1,3
1,1,32,0,2,3
2,2,26,0,4,1
2,1,37,0,4,3
2,1,23,0,4,3
1,1,18,0,3,3
1,1,21,0,2,3
1,1,0,0,0,1
3,2,35,0,4,3
1,1,17,0,2,3
1,1,26,0,3,3
2,1,20,0,3,3
0,1,3,0,0,1
2,1,26,0,3,3
2,1,16,0,2,3
2,1,31,0,0,3
1,1,20,0,4,3
2,2,19,0,2,3
1,1,30,0,4,3
0,1,21,0,4,1
3,2,30,0,2,3
0,2,1,0,3,3
1,1,4,0,0,1
1,2,22,0,2,3
1,1,31,0,3,1
1,3,17,8,4,3
2,2,28,0,4,3
1,1,33,0,2,3
2,2,33,0,1,3
0,1,33,0,4,1
0,2,31,0,4,3
1,1,31,0,4,1
2,2,21,0,4,1
2,1,33,0,3,3
1,1,0,0,0,1
2,1,28,0,0,3
1,1,31,0,4,1
1,1,8,0,1,3
1,1,32,0,2,1
3,2,27,0,4,3
1,2,33,0,4,1
1,1,21,0,3,3
1,1,31,0,1,3
1,2,22,0,2,3
2,2,24,0,2,1
1,1,21,0,4,3
2,1,19,0,4,3
3,2,37,0,2,3
3,2,19,0,4,3
3,2,36,0,0,3
2,2,36,0,2,3
3,1,34,0,1,3
1,2,34,10,0,3
2,2,19,0,2,1
1,1,35,8,1,1
4,2,32,0,4,1
3,2,36,0,3,3
3,2,35,0,1,3
3,2,34,0,2,3
2,1,30,0,2,1
2,1,30,0,3,1
1,1,11,0,4,3
4,1,38,4,1,2
0,1,79,0,0,1
0,1,58,0,4,3
2,2,68,0,1,3
1,1,118,0,1,3
1,1,118,0,1,1
0,1,0,3,3,1
0,1,68,0,4,3
4,1,40,2,3,1
1,1,78,0,4,3
2,1,30,6,4,3
2,1,41,0,3,3
4,2,118,0,3,3
1,1,68,2,4,3
2,1,118,0,3,1
2,1,118,0,1,1
2,1,21,1,2,3
2,1,118,0,1,3
1,1,118,0,1,1
1,1,55,0,4,1
2,1,82,0,4,3
2,1,88,0,3,3
2,1,63,0,3,3
2,1,65,0,4,2
2,1,78,0,3,3
2,1,69,0,3,3
3,1,83,0,4,1
0,1,94,3,4,3
1,2,81,0,3,1
1,1,103,0,4,3
1,1,87,1,0,3
2,1,82,2,0,3
1,2,1,0,3,1
2,1,82,2,0,3
0,1,68,0,0,3
1,1,30,0,3,2
1,1,82,0,1,3
2,1,80,0,1,3
2,1,82,0,4,3
2,1,78,0,3,3
3,1,82,3,4,3
2,1,53,0,0,3
2,1,83,0,2,3
1,1,45,0,3,3
2,1,92,0,4,3
1,1,33,0,2,2
0,1,61,0,4,3
3,1,35,0,3,1
4,1,39,0,3,1
4,1,39,0,3,1
3,1,35,0,3,1
2,1,53,0,3,1
4,1,39,0,3,1
4,1,54,0,4,3
3,1,38,0,3,1
4,1,39,0,2,3
4,1,8,4,4,1
2,2,0,0,0,1
4,1,53,0,2,3
4,1,54,0,1,3
4,1,45,0,3,3
4,2,36,8,1,3
4,1,31,8,1,3
2,2,21,9,4,3
4,1,38,7,1,1
4,1,48,0,4,2
4,1,63,0,4,1
4,2,38,0,3,2
4,1,35,0,4,1
4,2,35,0,0,3
3,2,15,9,4,1
2,2,15,9,4,1
2,2,2,0,0,1
1,2,9,0,2,3
1,2,1,0,3,3
1,2,2,0,3,3
1,1,7,1,0,3
1,1,0,0,4,1
1,1,0,0,4,3
2,1,1,0,4,3
3,2,9,3,0,1
1,1,12,2,4,3
0,1,11,0,4,3
2,1,11,0,4,3
3,1,31,0,1,3
2,1,31,0,4,3
2,1,16,0,4,3
1,1,18,0,2,3
0,1,2,0,4,3
1,2,9,0,0,3
1,2,9,0,4,3
2,1,3,0,4,3
2,2,3,0,4,3
2,2,21,0,4,1
2,1,32,0,1,3
1,2,11,0,2,1
1,1,0,0,4,1
1,1,20,0,3,1
2,1,9,0,4,3
4,1,38,0,3,3
0,1,9,0,4,3
2,2,1,10,0,1
3,2,0,10,4,1
3,2,2,10,4,1
0,2,14,0,1,1
1,1,3,0,4,3
1,2,1,10,4,1
2,1,7,0,4,1
2,2,11,0,1,1
3,1,2,3,0,1
2,2,11,0,0,1
0,1,3,0,4,1
2,1,3,0,1,3
2,1,13,10,4,3
2,1,3,3,4,1
4,2,34,0,2,1
4,2,37,9,2,1
2,3,10,9,2,1
1,1,5,0,4,1
1,1,1,1,3,2
1,1,0,0,4,1
1,1,2,0,1,1
1,1,15,0,4,3
0,1,3,0,4,1
2,2,6,0,1,1
3,2,1,0,4,3
1,1,2,0,4,3
2,1,1,0,4,3
2,2,2,0,4,3
2,1,1,0,4,3
2,2,1,0,4,3
2,2,1,0,4,3
1,1,1,0,4,3
2,1,5,0,4,3
2,1,5,0,3,3
2,2,2,0,4,3
2,1,2,0,4,3
1,1,2,0,4,3
3,2,2,0,4,3
2,2,2,0,4,3
1,1,6,0,0,3
2,1,12,0,4,3
2,2,8,0,4,3
1,2,13,0,4,3
1,1,13,0,4,3
1,2,13,0,4,3
2,2,11,0,4,3
1,2,8,0,4,3
3,2,10,0,4,3
1,2,9,0,4,3
1,1,9,0,1,3
3,1,8,0,4,3
3,1,12,0,3,3
1,1,13,0,3,3
2,1,13,0,3,3
2,1,13,0,3,3
3,1,13,0,3,3
3,1,14,0,3,3
2,1,14,0,4,3
2,1,14,0,4,3
2,1,14,0,4,3
2,1,14,0,4,3
3,1,15,0,3,3
3,1,15,0,4,3
2,1,15,0,4,1
1,1,0,0,4,3
2,1,0,0,4,3
1,1,0,0,3,3
1,1,8,0,4,3
3,1,40,0,2,1
2,1,2,0,4,3
3,2,1,0,4,3
1,1,2,0,4,3
1,1,2,0,4,3
3,2,2,0,4,3
2,2,2,0,4,3
2,2,1,0,4,3
3,2,2,0,0,3
1,2,2,0,4,3
1,2,2,0,3,3
1,2,2,0,4,3
1,2,2,0,3,3
1,2,3,0,4,3
1,2,4,0,1,3
1,1,10,0,3,3
1,1,3,0,3,3
1,1,3,0,3,3
1,3,8,0,2,1
1,3,10,0,2,1
1,1,2,0,0,1
2,1,10,0,4,3
2,1,10,0,4,3
2,1,10,0,4,3
2,1,9,0,4,3
1,1,14,0,4,3
2,2,25,0,1,3
1,1,14,0,4,3
3,2,25,0,4,3
3,2,25,0,4,3
3,2,25,0,4,3
4,2,25,0,4,3
2,1,9,0,3,3
1,2,1,0,3,3
1,2,1,2,3,3
1,2,1,1,0,3
2,2,1,4,0,1
2,2,1,0,0,3
1,2,1,1,0,3
1,1,1,2,0,3
2,2,11,10,4,3
1,1,4,10,1,1
2,1,17,0,4,3
1,1,3,3,4,3
0,1,15,9,0,1
4,1,20,0,3,1
1,1,12,0,4,3
2,3,0,9,4,1
4,1,46,1,3,1
2,1,41,0,3,1
1,1,11,0,4,3
4,1,39,0,3,1
0,1,39,0,2,1
4,1,39,0,3,1
2,1,23,0,2,3
3,1,35,0,3,1
4,1,39,0,3,1
3,1,1,0,2,3
3,2,18,4,2,3
4,1,58,0,2,1
0,2,55,4,1,2
2,1,41,0,2,1
3,1,26,0,2,3
2,2,37,4,2,1
1,1,29,4,2,2
1,1,43,0,2,1
2,1,47,1,0,3
4,2,34,0,2,3
1,1,23,8,2,1
0,2,17,8,3,2
4,1,56,2,0,3
4,2,30,0,0,2
3,1,16,0,3,3
1,1,16,4,2,1
2,2,24,0,2,1
1,2,8,0,0,2
0,1,30,1,3,2
0,2,17,0,2,1
4,2,34,0,2,3
4,2,58,1,2,2
2,1,41,1,2,1
0,1,28,0,3,2
0,1,27,0,2,2
2,3,36,0,2,2
4,2,39,0,1,3
2,1,67,0,3,3
4,3,34,0,2,3
4,1,49,0,2,2
4,2,37,0,2,2
1,2,42,0,1,2
4,2,37,0,2,2
4,1,32,8,3,2
0,1,24,0,2,3
4,1,58,0,2,1
1,1,43,0,2,1
3,1,1,0,2,3
3,1,26,0,2,3
1,1,50,2,0,3
3,1,46,2,0,3
4,1,1,0,2,3
3,1,1,0,2,3
3,1,1,0,0,3
3,1,1,0,2,3
4,2,34,0,2,3
3,2,1,0,2,3
2,1,23,0,2,3
4,2,1,0,2,3
4,1,1,0,2,3
4,1,43,0,2,3
3,1,26,0,2,3
4,1,41,0,0,3
1,1,33,0,2,3
3,1,28,0,1,3
3,1,26,0,2,3
1,2,10,2,2,2
2,1,36,1,2,3
3,1,26,0,2,3
1,1,41,0,2,2
0,1,39,0,2,1
2,1,23,0,2,3
4,2,40,0,2,1
2,2,38,0,2,2
4,2,37,0,2,2
4,2,37,0,2,2
4,2,37,0,2,2
4,2,30,0,0,2
2,1,23,0,2,3
3,1,26,0,2,3
3,1,26,0,2,3
3,1,26,0,2,3
4,1,43,0,2,3
3,1,26,0,2,3
1,1,28,9,2,1
1,1,1,4,3,1
4,1,48,3,3,3
3,1,41,3,1,3
4,2,34,0,2,3
4,2,37,0,2,2
2,2,38,0,2,2
3,2,38,0,2,2
2,2,38,0,2,2
4,2,37,0,2,2
4,1,45,1,1,2
1,1,43,0,2,1
3,1,26,0,2,3
3,1,16,0,3,3
1,2,34,0,2,2
1,1,41,0,2,2
0,1,61,2,2,1
3,1,58,0,2,2
3,1,26,0,2,3
1,2,17,0,2,1
4,2,34,0,2,3
2,1,53,0,3,1
3,1,48,2,2,1
3,1,58,0,2,2
4,1,58,0,2,1
4,1,58,0,2,1
1,1,43,0,2,1
2,1,53,0,3,1
2,1,23,0,2,3
1,1,41,0,2,2
4,1,43,0,2,3
0,1,34,6,2,1
0,1,39,0,2,1
1,2,39,1,2,2
1,1,47,1,2,1
4,2,58,1,2,2
2,2,9,0,0,1
4,1,49,0,2,2
3,1,26,0,2,3
2,1,46,0,2,2
1,1,51,3,0,1
2,2,24,0,2,1
4,1,49,0,2,2
2,1,23,0,2,3
2,1,44,0,3,2
0,1,27,0,2,2
0,2,17,0,2,1
1,2,34,0,2,2
0,1,39,0,2,1
0,1,39,0,2,1
0,1,39,0,2,1
2,2,38,0,2,2
1,2,34,0,2,3
1,1,21,0,2,1
3,2,37,0,2,1
4,2,38,0,2,1
2,1,23,0,2,3
1,2,36,4,2,2
4,1,39,0,3,1
4,1,58,0,2,1
4,1,31,8,3,1
3,1,35,0,3,1
1,1,43,0,2,1
4,1,49,0,2,2
1,2,34,0,2,2
4,1,43,0,2,3
0,3,21,0,2,1
4,1,39,0,3,1
4,1,41,0,3,1
4,1,58,0,2,1
3,1,54,0,1,1
2,1,46,0,2,2
2,1,46,0,2,2
0,1,25,1,2,2
2,2,24,0,2,1
3,2,38,0,2,2
3,2,37,0,2,1
1,2,17,0,2,1
0,1,48,1,2,1
0,2,34,3,2,1
3,2,37,0,2,1
3,2,33,0,3,1
0,1,24,0,2,3
4,1,50,0,0,2
4,2,28,1,0,3
4,2,30,0,0,2
4,1,39,0,3,1
4,2,45,0,2,2
4,1,43,0,2,3
2,1,23,0,2,3
3,1,26,0,2,3
3,1,37,0,3,2
3,1,26,0,2,3
1,2,17,0,2,1
4,2,44,0,3,2
4,1,49,0,2,2
4,1,43,0,2,3
4,2,37,0,2,2
2,1,50,1,3,3
4,1,49,0,2,2
4,1,53,0,3,3
4,2,37,0,2,2
2,1,32,1,1,3
4,1,59,5,0,2
4,1,45,3,3,2
4,1,58,0,2,1
4,1,47,0,1,3
2,1,33,8,2,2
4,1,43,0,2,3
3,1,26,0,2,3
4,1,44,0,3,2
4,1,43,0,2,3
4,1,43,0,2,3
4,1,49,0,2,2
1,1,43,0,2,1
4,1,49,0,2,2
4,2,35,1,1,2
2,1,38,6,0,2
0,1,34,10,2,3
2,1,20,8,4,1
2,2,3,0,0,2
4,1,52,3,1,3
1,2,10,5,3,2
4,1,43,0,2,3
4,1,37,4,1,3
4,2,36,1,3,1
4,1,31,2,3,1
1,1,9,0,0,2
1,1,14,4,3,2
2,2,33,0,2,3
4,2,30,0,0,2
3,1,37,6,1,3
1,1,62,4,1,1
1,1,10,0,0,3
0,1,43,0,1,2
4,2,50,0,3,1
4,2,39,4,1,2
2,2,24,0,2,1
3,1,28,0,1,3
4,1,44,0,3,2
3,1,27,1,0,2
4,2,34,0,2,3
4,2,34,0,2,3
4,1,45,2,2,2
4,1,43,0,2,3
4,1,43,0,2,3
3,1,26,0,2,3
4,1,49,0,2,2
3,1,26,0,2,3
4,1,49,0,2,2
2,1,36,1,2,3
3,1,26,0,2,3
4,1,44,0,3,2
4,1,43,0,2,3
4,1,58,0,2,1
2,1,23,0,2,3
3,1,20,3,0,1
4,1,44,0,3,2
0,1,48,1,2,1
4,1,44,0,3,2
4,1,53,0,3,3
4,2,34,0,2,3
3,1,31,5,0,3
4,1,43,0,2,3
3,1,52,0,2,3
3,1,54,2,2,3
4,1,43,0,2,3
4,1,49,0,2,2
0,1,32,0,2,2
4,1,44,0,3,2
0,2,58,4,1,3
4,2,45,0,2,2
0,1,30,5,3,2
4,1,43,0,2,3
4,1,43,0,2,3
0,1,32,0,2,2
4,1,43,0,2,3
4,1,53,0,3,3
4,1,53,0,3,3
4,2,31,8,0,3
0,1,35,2,3,2
4,1,43,0,2,3
2,1,23,0,2,3
2,1,46,0,2,2
4,2,34,0,2,3
4,1,49,0,2,2
4,2,58,1,2,2
1,1,23,0,3,3
4,1,43,0,2,3
4,1,52,2,1,3
4,1,43,0,2,3
4,1,56,2,0,3
4,1,47,0,1,3
3,1,53,3,2,3
4,1,53,2,2,3
4,1,43,0,2,3
4,1,44,0,3,2
4,2,45,0,2,2
2,1,23,0,2,3
4,2,45,0,2,2
4,1,44,0,3,2
4,1,50,0,0,2
4,1,52,4,1,3
0,3,32,0,3,3
4,1,49,0,2,2
4,1,43,0,2,3
4,2,63,0,3,3
2,1,46,0,2,2
0,1,28,0,3,2
0,1,32,0,2,2
1,2,17,0,2,1
4,1,49,0,2,2
3,1,26,0,2,3
0,1,27,0,2,2
4,1,47,0,1,3
4,1,43,0,2,3
4,2,45,0,2,2
4,1,1,0,3,5
4,1,43,0,2,3
4,1,49,0,2,2
1,2,20,2,0,3
4,1,43,0,2,3
0,1,28,0,3,2
0,1,28,0,3,2
3,1,26,0,2,3
0,1,24,0,2,3
2,1,67,0,3,3
0,1,26,0,0,3
0,1,28,0,3,2
0,1,28,0,3,2
0,1,24,0,2,3
0,1,28,0,3,2
0,1,28,0,3,2
4,1,43,0,2,3
4,2,37,0,2,2
4,1,44,0,3,2
4,1,44,0,3,2
4,2,59,2,2,3
4,2,37,0,2,2
2,2,38,0,2,2
4,1,43,0,2,3
3,1,26,0,2,3
1,1,25,9,2,1
0,1,33,0,3,2
0,1,24,0,2,3
2,1,23,0,2,3
0,1,27,0,2,2
2,2,24,0,2,1
1,1,47,1,2,1
1,2,21,8,2,2
3,1,28,3,1,1
4,1,43,2,1,2
4,1,47,0,1,3
4,1,49,0,0,1
4,1,38,8,2,2
0,1,27,0,2,2
1,1,24,9,0,1
3,1,35,0,3,1
2,1,23,0,2,3
2,1,46,0,2,2
4,1,43,0,2,3
2,1,23,0,2,3
4,2,44,0,0,1
0,1,38,12,2,1
0,1,38,12,2,1
1,1,34,12,2,1
0,1,35,9,2,1
4,2,45,0,2,2
3,1,26,0,2,3
0,1,33,0,3,2
2,1,41,0,2,1
3,2,38,0,2,2
4,1,43,0,2,3
4,1,43,0,2,3
0,1,27,0,2,2
2,1,46,2,3,1
